id,imdb_rating,imdb_votes,rotten_tomatoes_score,metacritic_score,awards,writer,rated,country
313369,8.0,732274.0,91.0,94.0,Won 6 Oscars. 242 wins & 307 nominations total,Damien Chazelle,PG-13,"United States, Hong Kong"
22794,6.9,275114.0,85.0,66.0,1 win & 14 nominations total,"Phil Lord, Christopher Miller, Judi Barrett",PG,United States
13499,5.5,31236.0,6.0,38.0,2 wins & 5 nominations total,"Ron Burch, David Kidd, Melville Shavelson",PG,United States
795,6.7,132626.0,,54.0,10 wins & 14 nominations total,"Wim Wenders, Peter Handke, Richard Reitinger",PG-13,"United States, Germany"
50839,7.1,155284.0,87.0,76.0,Nominated for 1 Oscar. 8 wins & 24 nominations total,J.C. Chandor,R,United States
257344,5.6,172697.0,18.0,27.0,5 wins & 9 nominations total,"Tim Herlihy, Timothy Dowling, Patrick Jean",PG-13,"China, United States, Canada"
25748,4.4,10069.0,30.0,18.0,3 nominations total,"A L Katz, Gilbert Adler, Stephen King",R,United States
937278,7.5,196354.0,70.0,51.0,1 win & 10 nominations total,"Fredrik Backman, Hannes Holm, David Magee",PG-13,"United States, Sweden, Canada, Ireland, United Kingdom"
1593,6.5,398868.0,42.0,48.0,2 wins & 8 nominations total,"Robert Ben Garant, Thomas Lennon, Milan Trenc",PG,"United States, United Kingdom"
61791,7.6,596881.0,82.0,68.0,Nominated for 1 Oscar. 21 wins & 45 nominations total,"Rick Jaffa, Amanda Silver, Pierre Boulle",PG-13,"United States, United Kingdom, Canada"
299537,6.7,642599.0,79.0,64.0,10 wins & 56 nominations total,"Anna Boden, Ryan Fleck, Geneva Robertson-Dworet",PG-13,"United States, Australia"
1271,,,61.0,,N/A,"Bill Corbett, Kevin Murphy, Michael J. Nelson",N/A,N/A
177677,7.4,436474.0,94.0,75.0,6 wins & 26 nominations total,"Bruce Geller, Christopher McQuarrie, Drew Pearce",PG-13,"United States, China, United Kingdom, Austria, Morocco, Hong Kong"
278154,5.7,81982.0,18.0,34.0,2 wins total,"Michael J. Wilson, Michael Berg, Yoni Brenner",PG,"United States, United Kingdom"
381284,7.8,278285.0,93.0,74.0,Nominated for 3 Oscars. 37 wins & 94 nominations total,"Allison Schroeder, Theodore Melfi, Margot Lee Shetterly",PG,United States
594,7.4,520335.0,61.0,55.0,7 wins & 8 nominations total,"Andrew Niccol, Sacha Gervasi, Jeff Nathanson",PG-13,United States
746036,6.8,233596.0,82.0,73.0,23 wins & 48 nominations total,"Glen A. Larson, Drew Pearce",PG-13,"Canada, Australia, United States"
2758,6.8,117795.0,75.0,61.0,Nominated for 1 Oscar. 3 wins & 17 nominations total,"Charles Addams, Paul Rudnick",PG-13,United States
402900,6.3,255078.0,69.0,61.0,3 wins & 17 nominations total,"Gary Ross, Olivia Milch, George Clayton Johnson",PG-13,United States
184345,4.7,24902.0,8.0,17.0,2 nominations total,"Marlon Wayans, Rick Alvarez",R,United States
339964,6.4,205729.0,47.0,51.0,11 nominations total,"Pierre Christin, Jean-Claude Mézières, Luc Besson",PG-13,"France, China, Belgium, Germany, United Arab Emirates, United States, Canada, Qatar"
146216,6.6,186502.0,44.0,47.0,1 win & 3 nominations total,"Jon Hoeber, Erich Hoeber, Warren Ellis",PG-13,"United States, Canada, Russia, France, Hong Kong"
639720,6.4,59154.0,51.0,46.0,7 nominations total,John Krasinski,PG,"Canada, United States"
329,8.2,1144780.0,91.0,68.0,Won 3 Oscars. 44 wins & 27 nominations total,"Michael Crichton, David Koepp",PG-13,United States
1265,7.2,185307.0,85.0,74.0,6 wins & 5 nominations total,"Jeff Stockwell, David Paterson, Katherine Paterson",PG,"United States, New Zealand"
397415,5.2,9604.0,,,N/A,"John Mankiewicz, Joyce Carol Oates",TV-MA,United States
22538,7.5,486364.0,83.0,69.0,18 wins & 66 nominations total,"Michael Bacall, Edgar Wright, Bryan Lee O'Malley",PG-13,"United Kingdom, Canada, Japan, United States"
500,8.3,1144353.0,90.0,81.0,13 wins & 23 nominations total,"Quentin Tarantino, Roger Avary",R,United States
934433,6.4,142341.0,77.0,61.0,4 wins & 27 nominations total,"James Vanderbilt, Guy Busick, Kevin Williamson",R,"United States, Canada, United Kingdom"
1690,7.0,75.0,,,N/A,N/A,N/A,USA
58595,6.1,311610.0,48.0,57.0,Nominated for 2 Oscars. 13 wins & 33 nominations total,"Evan Daugherty, John Lee Hancock, Hossein Amini",PG-13,"United Kingdom, Japan, United States"
1226578,6.6,196286.0,86.0,77.0,9 wins & 31 nominations total,Osgood Perkins,R,"Canada, United States"
718032,7.1,149574.0,90.0,90.0,Nominated for 3 Oscars. 61 wins & 197 nominations total,Paul Thomas Anderson,R,"United States, Canada"
1020822,,311.0,93.0,,2 nominations total,"Emma Benestan, Julie Debiton",N/A,"France, Belgium, Saudi Arabia"
882598,6.5,223647.0,79.0,68.0,3 wins & 22 nominations total,Parker Finn,R,United States
26338,5.2,12692.0,49.0,49.0,1 nomination total,Catherine Breillat,Unrated,France
609681,5.5,155523.0,63.0,50.0,5 wins & 13 nominations total,"Nia DaCosta, Megan McDonnell, Elissa Karasik",PG-13,United States
119283,6.2,133594.0,42.0,42.0,1 nomination total,"John J. McLaughlin, Donald E. Westlake",R,United States
8835,6.5,272673.0,72.0,59.0,6 wins & 14 nominations total,"Amanda Brown, Karen McCullah, Kirsten Smith",PG-13,United States
9722,4.8,77303.0,23.0,34.0,2 wins & 13 nominations total,"Nora Ephron, Delia Ephron, Sol Saks",PG-13,United States
604,7.2,657470.0,74.0,62.0,8 wins & 34 nominations total,"Lilly Wachowski, Lana Wachowski",R,United States
38700,6.5,192660.0,76.0,59.0,3 wins & 15 nominations total,"Peter Craig, Joe Carnahan, Chris Bremner",R,United States
19959,6.3,183342.0,37.0,45.0,N/A,"Michael Ferris, John Brancato, Robert Venditti",PG-13,United States
114,7.1,391794.0,65.0,51.0,Nominated for 1 Oscar. 8 wins & 11 nominations total,J.F. Lawton,R,United States
11247,5.9,98256.0,11.0,25.0,6 wins & 8 nominations total,Leigh Dunlap,PG,"United States, Canada"
300671,7.3,173592.0,51.0,48.0,Nominated for 1 Oscar. 5 nominations total,"Chuck Hogan, Mitchell Zuckoff",R,"United States, Malta"
18823,5.8,300408.0,27.0,39.0,4 wins & 14 nominations total,"Travis Beacham, Phil Hay, Matt Manfredi",PG-13,"United States, United Kingdom, Australia"
10591,6.7,256138.0,56.0,47.0,2 wins & 4 nominations total,"David Wagner, Brent Goldberg, Stuart Blumberg",R,United States
4257,5.1,135303.0,34.0,40.0,1 win & 3 nominations total,"Craig Mazin, Jim Abrahams, Pat Proft",PG-13,United States
43347,6.7,241330.0,49.0,55.0,1 win & 5 nominations total,"Charles Randolph, Edward Zwick, Marshall Herskovitz",R,United States
335988,5.2,180678.0,16.0,27.0,3 wins & 21 nominations total,"Art Marcum, Matt Holloway, Ken Nolan",PG-13,"United States, China, Canada"
1250,5.3,262798.0,28.0,35.0,1 win & 11 nominations total,Mark Steven Johnson,PG-13,"United States, Australia"
593643,7.2,463869.0,88.0,71.0,2 wins & 66 nominations total,"Seth Reiss, Will Tracy",R,United States
855,7.7,443641.0,77.0,74.0,Won 2 Oscars. 11 wins & 37 nominations total,"Mark Bowden, Ken Nolan",R,"United States, United Kingdom"
536554,6.3,173875.0,93.0,72.0,4 wins & 31 nominations total,"Akela Cooper, James Wan",PG-13,"United States, New Zealand"
107,8.2,955019.0,74.0,55.0,4 wins & 7 nominations total,Guy Ritchie,R,"United Kingdom, United States"
646385,6.3,178173.0,76.0,60.0,5 wins & 20 nominations total,"James Vanderbilt, Guy Busick, Kevin Williamson",R,United States
901362,6.0,18609.0,64.0,53.0,5 wins & 6 nominations total,"Elizabeth Tippet, Thomas Dam",PG,"United States, United Kingdom"
10538,5.9,52508.0,30.0,50.0,N/A,"Stewart Raffill, Dan Gordon, David Loughery",R,United States
4256,5.6,165688.0,36.0,49.0,2 wins & 4 nominations total,"Craig Mazin, Pat Proft, Shawn Wayans",PG-13,"United States, Canada"
257211,7.1,298924.0,60.0,51.0,1 win & 9 nominations total,Nancy Meyers,PG-13,United States
9470,7.7,158974.0,90.0,78.0,Nominated for 1 BAFTA Award25 wins & 47 nominations total,"Stephen Chow, Kan-Cheung Tsang, Xin Huo",R,"Hong Kong, China, United States"
574060,6.1,54272.0,60.0,47.0,5 nominations total,"Navot Papushado, Ehud Lavski",R,"France, Germany, United States"
688,7.6,94124.0,90.0,69.0,Nominated for 1 Oscar. 8 wins & 19 nominations total,"Richard LaGravenese, Robert James Waller",PG-13,United States
82507,6.8,304902.0,64.0,53.0,3 wins & 14 nominations total,"Scott Derrickson, C. Robert Cargill",R,"United States, United Kingdom, Canada"
45317,7.8,401848.0,91.0,79.0,Won 2 Oscars. 74 wins & 123 nominations total,"Keith Dorrington, Paul Tamasy, Eric Johnson",R,United States
496450,6.1,7591.0,54.0,,2 nominations total,"Jeremy Zag, Bettina Lopez Mendoza, Thomas Astruc",PG,"France, China, Canada"
11244,5.2,9213.0,27.0,,1 nomination total,Robert Townsend,PG,United States
163,6.5,430096.0,55.0,58.0,4 wins & 10 nominations total,"George Nolfi, George Clayton Johnson, Jack Golden Russell",PG-13,United States
10184,6.4,187974.0,42.0,47.0,1 win & 4 nominations total,"Abby Kohn, Marc Silverstein, Greg Behrendt",PG-13,"Germany, United States"
22894,5.3,115475.0,20.0,32.0,N/A,"Peter Schink, Scott Stewart",R,United States
169,6.3,193464.0,30.0,46.0,1 win & 4 nominations total,"Jim Thomas, John Thomas",R,United States
82695,7.5,356945.0,70.0,63.0,Won 3 Oscars. 85 wins & 177 nominations total,"William Nicholson, Alain Boublil, Claude-Michel Schönberg",PG-13,"United Kingdom, United States"
13811,6.2,257521.0,35.0,41.0,1 win & 6 nominations total,"Ryne Douglas Pearson, Juliet Snowden, Stiles White",PG-13,"United States, United Kingdom, Australia"
76,8.1,364986.0,100.0,79.0,1 win & 7 nominations total,"Richard Linklater, Kim Krizan",R,"United States, Austria"
4588,7.5,47494.0,73.0,61.0,Nominated for 2 BAFTA 28 wins & 56 nominations total,"Eileen Chang, James Schamus, Hui-Ling Wang",NC-17,"Taiwan, United States, Hong Kong, China"
141,8.0,891869.0,88.0,88.0,12 wins & 17 nominations total,Richard Kelly,R,United States
10022,5.6,102778.0,21.0,30.0,1 win & 10 nominations total,"Thomas Lennon, Robert Ben Garant",PG,United States
7131,6.1,299739.0,,35.0,3 wins & 21 nominations total,Stephen Sommers,PG-13,"Czech Republic, United States"
53182,6.2,324654.0,45.0,48.0,2 wins & 7 nominations total,"Zack Snyder, Kurt Johnstad, Frank Miller",R,"United States, Bulgaria"
9341,5.5,109024.0,39.0,48.0,N/A,"Cooper Layne, John Rogers",PG-13,"United Kingdom, France, Italy, Germany, Canada, United States"
207703,7.8,908.0,75.0,,N/A,N/A,N/A,UK
11808,6.6,118476.0,30.0,47.0,2 nominations total,"Roy Huggins, John Pogue",PG-13,United States
238615,6.5,106052.0,17.0,34.0,N/A,"Àlex Pastor, David Pastor",PG-13,United States
50546,6.4,281989.0,19.0,33.0,5 wins & 13 nominations total,"Allan Loeb, Timothy Dowling, I.A.L. Diamond",PG-13,United States
172385,6.3,107906.0,50.0,49.0,Nominated for 1 BAFTA Award2 wins & 24 nominations total,"Don Rhymer, Carlos Kotkin, Jenny Bicks",G,"United States, Iraq, Canada"
152601,8.0,709611.0,95.0,91.0,Won 1 Oscar. 83 wins & 187 nominations total,Spike Jonze,R,United States
447277,7.2,173718.0,67.0,59.0,2 wins & 31 nominations total,"David Magee, Hans Christian Andersen, John Musker",PG,United States
102899,7.2,761017.0,83.0,64.0,Nominated for 1 BAFTA Award4 wins & 34 nominations total,"Edgar Wright, Joe Cornish, Adam McKay",PG-13,United States
157350,6.6,508233.0,41.0,48.0,7 wins & 11 nominations total,"Evan Daugherty, Vanessa Taylor, Veronica Roth",PG-13,United States
801688,7.0,70970.0,77.0,65.0,4 wins & 10 nominations total,Nag Ashwin,Not Rated,India
82675,6.2,333150.0,22.0,45.0,1 win & 3 nominations total,"Luc Besson, Robert Mark Kamen",PG-13,"France, United States, Turkey, United Kingdom"
343611,6.2,187811.0,37.0,47.0,1 win total,"Richard Wenk, Edward Zwick, Marshall Herskovitz",PG-13,"United States, China"
9023,7.2,91688.0,69.0,52.0,Nominated for 1 Oscar. 10 wins & 22 nominations total,John Fusco,G,"United States, Canada"
322,7.9,509193.0,89.0,84.0,Won 2 Oscars. 57 wins & 144 nominations total,"Brian Helgeland, Dennis Lehane",R,"United States, Australia"
3597,5.8,171829.0,46.0,52.0,4 wins & 10 nominations total,"Kevin Williamson, Lois Duncan",R,United States
516729,6.6,29386.0,93.0,65.0,2 wins & 8 nominations total,"Michael Bond, Paul King, Simon Farnaby",PG,"United Kingdom, France, Japan, United States, Colombia"
12429,7.6,177483.0,91.0,86.0,12 wins & 20 nominations total,Hayao Miyazaki,G,Japan
138103,6.1,202559.0,32.0,35.0,2 wins & 5 nominations total,"Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt",PG-13,"United States, France, Germany, Bulgaria"
12201,6.6,101671.0,54.0,55.0,1 nomination total,"William Monahan, Andrew Bovell, Troy Kennedy Martin",R,"United Kingdom, United States"
614479,5.5,60103.0,39.0,45.0,2 nominations total,"Leigh Whannell, Scott Teems",PG-13,"United States, Canada"
324849,7.3,186431.0,89.0,75.0,13 wins & 68 nominations total,"Seth Grahame-Smith, Chris McKenna, Erik Sommers",PG,"United States, Denmark, Australia"
138832,7.0,510697.0,48.0,44.0,4 wins & 17 nominations total,"Bob Fisher, Steve Faber, Sean Anders",R,"United States, United Kingdom"
9100,6.5,115550.0,57.0,55.0,1 win & 7 nominations total,"Peter Filardi, Andrew Fleming",R,United States
263115,8.1,901747.0,93.0,77.0,Nominated for 1 Oscar. 28 wins & 82 nominations total,"James Mangold, Scott Frank, Michael Green",R,United States
2503,8.0,675004.0,92.0,85.0,Won 3 Oscars. 29 wins & 42 nominations total,"Tony Gilroy, Scott Z. Burns, George Nolfi",PG-13,"United States, Germany, France, Spain"
1573,7.2,398859.0,69.0,67.0,1 win & 1 nomination total,"Steven E. de Souza, Doug Richardson, Walter Wager",R,United States
159824,6.6,155330.0,58.0,44.0,3 wins & 11 nominations total,"Robert Smigel, Adam Sandler, Todd Durham",PG,"United States, Canada"
1607,7.8,175866.0,97.0,80.0,1 win & 4 nominations total,Chazz Palminteri,R,United States
60304,6.1,224018.0,17.0,23.0,3 wins & 4 nominations total,"Tommy Wirkola, Jacob Grimm, Wilhelm Grimm",R,"Germany, United States"
1771,6.9,945480.0,80.0,66.0,4 wins & 50 nominations total,"Christopher Markus, Stephen McFeely, Joe Simon",PG-13,United States
1893,6.5,900958.0,54.0,51.0,Nominated for 3 Oscars. 28 wins & 71 nominations total,George Lucas,PG,"United States, United Kingdom"
565,7.1,392169.0,72.0,57.0,14 wins & 12 nominations total,"Ehren Kruger, Kôji Suzuki, Hiroshi Takahashi",PG-13,"United States, Japan"
11770,7.3,94426.0,89.0,68.0,12 wins & 19 nominations total,"Stephen Chow, Kan-Cheung Tsang, Min-Hun Fung",PG-13,"Hong Kong, China"
137,8.0,724276.0,94.0,72.0,Won 1 BAFTA Award7 wins & 17 nominations total,"Danny Rubin, Harold Ramis",PG,United States
345938,6.3,41656.0,20.0,32.0,3 wins & 2 nominations total,"John Fusco, Andrew Lanham, Destin Daniel Cretton",PG-13,"United States, Canada, Hong Kong"
493922,7.3,432838.0,90.0,87.0,52 wins & 112 nominations total,Ari Aster,R,United States
646389,6.5,98989.0,78.0,62.0,N/A,"Charles Cumming, J.P. Davis",R,"United Kingdom, United States, Puerto Rico"
616,7.8,494296.0,65.0,55.0,Nominated for 4 Oscars. 20 wins & 67 nominations total,"John Logan, Edward Zwick, Marshall Herskovitz",R,"United States, New Zealand, Japan"
161,7.7,655972.0,83.0,74.0,4 wins & 20 nominations total,"George Clayton Johnson, Jack Golden Russell, Harry Brown",PG-13,United States
345887,6.7,219726.0,52.0,50.0,1 win & 4 nominations total,"Richard Wenk, Michael Sloan, Richard Lindheim",R,United States
563,7.3,338275.0,72.0,52.0,Nominated for 1 Oscar. 3 wins & 16 nominations total,"Edward Neumeier, Robert A. Heinlein",R,United States
245891,7.5,798813.0,86.0,68.0,5 wins & 10 nominations total,Derek Kolstad,R,United States
526896,5.1,166830.0,15.0,35.0,3 wins & 4 nominations total,"Matt Sazama, Burk Sharpless",PG-13,United States
601796,6.3,6532.0,87.0,54.0,2 wins & 8 nominations total,Dong-hoon Choi,Not Rated,South Korea
35,7.3,359193.0,87.0,80.0,Won 1 BAFTA Award5 wins & 34 nominations total,"James L. Brooks, Matt Groening, Al Jean",PG-13,United States
373571,6.0,222616.0,42.0,48.0,5 wins & 14 nominations total,"Michael Dougherty, Zach Shields, Max Borenstein",PG-13,"United States, Japan, China"
590995,4.6,17888.0,47.0,54.0,1 win & 2 nominations total,"Zoe Lister-Jones, Peter Filardi",PG-13,United States
72559,5.7,191010.0,29.0,41.0,1 win & 12 nominations total,"Rhett Reese, Paul Wernick",PG-13,"United States, Canada"
9880,6.4,175009.0,49.0,52.0,3 wins & 11 nominations total,"Meg Cabot, Gina Wendkos",G,"United States, United Kingdom"
5915,8.0,686109.0,83.0,73.0,Nominated for 2 Oscars. 23 wins & 106 nominations total,"Sean Penn, Jon Krakauer",R,United States
19913,7.7,43.0,,,N/A,N/A,Not Rated,USA
700391,5.4,102425.0,35.0,40.0,1 nomination total,"Scott Beck, Bryan Woods",PG-13,"United States, Ireland, Australia, Canada"
11423,8.1,247205.0,,82.0,33 wins & 10 nominations total,"Bong Joon Ho, Kwang-rim Kim, Sung-bo Shim",Not Rated,South Korea
307081,7.3,269542.0,60.0,57.0,11 nominations total,Kurt Sutter,R,"United States, China, Hong Kong"
49529,6.6,294974.0,52.0,51.0,2 wins & 8 nominations total,"Andrew Stanton, Mark Andrews, Michael Chabon",PG-13,United States
506680,5.8,3581.0,40.0,39.0,5 nominations total,"Richard Friedenberg, Ken Hixon, Laura Hillenbrand",PG-13,United States
695721,6.7,165993.0,64.0,54.0,7 wins & 27 nominations total,"Michael Lesslie, Michael Arndt, Suzanne Collins",PG-13,"United States, Canada"
1995,5.8,226808.0,20.0,33.0,4 wins & 21 nominations total,"Sara B. Cooper, Mike Werb, Michael Colleary",PG-13,"United States, United Kingdom, Japan, Germany"
666277,7.8,159850.0,95.0,94.0,Nominated for 2 Oscars. 83 wins & 239 nominations total,Celine Song,PG-13,"United States, South Korea"
370172,7.3,471236.0,83.0,68.0,Won 1 Oscar. 50 wins & 75 nominations total,"Neal Purvis, Robert Wade, Cary Joji Fukunaga",PG-13,"United Kingdom, United States"
5175,6.7,253444.0,50.0,48.0,10 wins & 22 nominations total,"Ross LaManna, Jeff Nathanson",PG-13,"United States, Hong Kong"
19404,8.0,81870.0,100.0,,15 wins & 4 nominations total,"Aditya Chopra, Javed Siddiqui",Not Rated,India
530385,7.1,457462.0,83.0,72.0,27 wins & 74 nominations total,Ari Aster,R,"United States, Sweden"
974576,7.4,218090.0,93.0,79.0,Won 1 Oscar. 87 wins & 319 nominations total,"Peter Straughan, Robert Harris",PG,"United Kingdom, United States"
820446,7.4,35321.0,86.0,63.0,4 nominations total,Julian Fellowes,PG,"United Kingdom, United States"
8872,7.0,178076.0,79.0,57.0,4 wins & 5 nominations total,"Mike Myers, Bonnie Turner, Terry Turner",PG-13,United States
345940,5.7,222722.0,47.0,46.0,5 wins & 6 nominations total,"Dean Georgaris, Jon Hoeber, Erich Hoeber",PG-13,"United States, China"
365620,6.4,64242.0,73.0,73.0,Nominated for 1 BAFTA Award7 wins & 42 nominations total,"Troy Kennedy Martin, Brock Yates",R,"United States, United Kingdom, Italy, Saudi Arabia"
440,4.6,142840.0,12.0,29.0,5 nominations total,"Shane Salerno, Dan O'Bannon, Ronald Shusett",R,United States
268896,5.6,133845.0,42.0,44.0,6 nominations total,"Steven S. DeKnight, Emily Carmichael, Kira Snyder",PG-13,"United Kingdom, China, Japan, United States, Mexico, Australia"
190859,7.3,556779.0,71.0,73.0,Won 1 Oscar. 24 wins & 43 nominations total,"Jason Hall, Chris Kyle, Scott McEwen",R,United States
41513,5.4,101771.0,21.0,30.0,2 wins & 8 nominations total,"J. David Stem, David N. Weiss, Jay Scherick",PG,"United States, Belgium, Canada"
131634,6.6,400954.0,70.0,65.0,15 wins & 34 nominations total,"Peter Craig, Danny Strong, Suzanne Collins",PG-13,"United States, Germany, Canada, France"
254470,6.4,176393.0,66.0,63.0,10 wins & 17 nominations total,"Kay Cannon, Mickey Rapkin",PG-13,United States
614930,7.2,75235.0,95.0,74.0,1 win & 75 nominations total,"Seth Rogen, Evan Goldberg, Jeff Rowe",PG,"United States, Japan, Canada"
15512,6.3,3520.0,,,1 win & 1 nomination total,"Adam F. Goldberg, Conrad Vernon, Rob Letterman",TV-PG,United States
37135,7.3,262434.0,90.0,80.0,Won 1 Oscar. 11 wins & 23 nominations total,"Edgar Rice Burroughs, Tab Murphy, Bob Tzudiker",G,"United States, Japan"
339846,5.5,213683.0,18.0,37.0,5 wins & 11 nominations total,"Michael Berk, Douglas Schwartz, Gregory J. Bonann",R,"United Kingdom, China, United States"
634492,4.1,106375.0,10.0,26.0,6 wins & 7 nominations total,"Matt Sazama, Burk Sharpless, Claire Parker",PG-13,"United States, Mexico, Canada"
46529,6.1,250869.0,32.0,36.0,1 win & 1 nomination total,"Alfred Gough, Miles Millar, Marti Noxon",PG-13,"United States, India"
24150,4.8,62238.0,25.0,35.0,1 win & 1 nomination total,Rob Zombie,R,United States
62835,6.4,112653.0,29.0,45.0,2 wins & 5 nominations total,"Luc Besson, Robert Mark Kamen",PG-13,"France, United States, United Kingdom, Mexico, Canada"
979,7.3,158254.0,59.0,51.0,3 wins & 13 nominations total,Gaspar Noé,Not Rated,France
399579,7.3,315714.0,61.0,53.0,10 wins & 25 nominations total,"James Cameron, Laeta Kalogridis, Yukito Kishiro",PG-13,"Japan, Canada, United States"
11836,7.2,109245.0,68.0,67.0,1 win & 10 nominations total,"Derek Drymon, Tim Hill, Stephen Hillenburg",PG,"United States, Australia, South Korea"
9703,5.4,37509.0,15.0,37.0,2 nominations total,"Jez Butterworth, Tom Butterworth, Carlo Carlei",PG-13,"United Kingdom, France, Slovakia, Tunisia, Italy, Bulgaria, United States"
57800,6.5,237251.0,37.0,49.0,2 wins & 11 nominations total,"Michael Berg, Jason Fuchs, Lori Forte",PG,"United States, United Kingdom, Canada"
608,6.2,421618.0,38.0,49.0,4 wins & 16 nominations total,"Lowell Cunningham, Robert Gordon, Barry Fanaro",PG-13,United States
644,7.2,333739.0,76.0,65.0,Nominated for 2 Oscars. 18 wins & 71 nominations total,"Brian Aldiss, Ian Watson, Steven Spielberg",PG-13,"United States, United Kingdom"
71676,4.3,131213.0,18.0,34.0,4 nominations total,"Scott M. Gimple, Seth Hoffman, David S. Goyer",PG-13,"United Arab Emirates, United States"
223702,6.1,221851.0,82.0,66.0,1 win & 26 nominations total,"Kyle Hunter, Ariel Shaffir, Seth Rogen",R,"Canada, United States"
435,6.5,500357.0,45.0,47.0,Won 1 BAFTA Award6 wins & 12 nominations total,"Roland Emmerich, Jeffrey Nachmanoff",PG-13,United States
602223,5.4,47028.0,49.0,53.0,1 win total,James DeMonaco,R,"China, United States"
459151,5.9,25274.0,46.0,39.0,7 nominations total,"Michael McCullers, Tom McGrath, Marla Frazee",PG,United States
337170,7.1,223772.0,85.0,65.0,3 nominations total,Gary Spinelli,R,United States
76757,5.3,199476.0,27.0,40.0,4 wins & 16 nominations total,"Lilly Wachowski, Lana Wachowski",PG-13,"United States, Australia"
10707,7.3,93653.0,91.0,82.0,Nominated for 1 Oscar. 23 wins & 49 nominations total,Noah Baumbach,R,United States
9476,7.0,213272.0,59.0,56.0,4 wins & 13 nominations total,Brian Helgeland,PG-13,United States
9315,6.3,176590.0,36.0,53.0,2 wins & 6 nominations total,"Peter A. Dowling, Billy Ray",PG-13,United States
137106,7.7,405835.0,96.0,83.0,Nominated for 1 Oscar. 72 wins & 67 nominations total,"Phil Lord, Christopher Miller, Dan Hageman",PG,"United States, Denmark, Australia, Norway"
11351,5.7,74562.0,25.0,36.0,6 nominations total,Victor Salva,R,United States
817,6.7,258479.0,53.0,59.0,Nominated for 1 Oscar. 18 wins & 31 nominations total,"Mike Myers, Michael McCullers",PG-13,United States
276907,6.9,217324.0,60.0,55.0,6 wins & 12 nominations total,"Brian Helgeland, John Pearson",R,"United Kingdom, France, United States"
9792,6.4,191132.0,51.0,52.0,2 wins & 13 nominations total,"Wes Craven, Alexandre Aja, Grégory Levasseur",R,"United States, France, Morocco"
8467,7.3,432617.0,67.0,41.0,5 wins & 3 nominations total,"Peter Farrelly, Bennett Yellin, Bobby Farrelly",PG-13,United States
87101,6.3,302545.0,26.0,38.0,9 nominations total,"Laeta Kalogridis, Patrick Lussier, James Cameron",PG-13,"United States, Canada"
120467,8.1,938889.0,92.0,88.0,Won 4 Oscars. 135 wins & 227 nominations total,"Stefan Zweig, Wes Anderson, Hugo Guinness",R,"United States, Germany"
10439,6.9,165642.0,41.0,43.0,2 wins & 11 nominations total,"David Kirschner, Mick Garris, Neil Cuthbert",PG,United States
598,8.6,844022.0,91.0,79.0,Nominated for 4 Oscars. 75 wins & 50 nominations total,"Bráulio Mantovani, Paulo Lins",R,"Brazil, France"
509,7.2,371379.0,84.0,68.0,Won 1 BAFTA Award11 wins & 17 nominations total,Richard Curtis,PG-13,"United Kingdom, United States"
7518,6.7,198486.0,75.0,67.0,7 wins & 26 nominations total,"Len Blum, Lorne Cameron, David Hoselton",PG,United States
232672,6.5,154097.0,16.0,31.0,1 win & 10 nominations total,"Ivan Menchell, Clare Sera",PG-13,United States
1427,7.5,273990.0,59.0,56.0,15 wins & 20 nominations total,"Andrew Birkin, Bernd Eichinger, Tom Tykwer",R,"Germany, France, Spain, United States, Belgium"
324668,6.6,252354.0,55.0,58.0,3 wins & 20 nominations total,"Paul Greengrass, Christopher Rouse, Robert Ludlum",PG-13,"United States, China, Spain, Japan, Iceland, Germany, Italy"
438674,,,,,N/A,N/A,N/A,USA
869,5.7,238729.0,43.0,50.0,Nominated for 2 BAFTA 11 wins & 32 nominations total,"Pierre Boulle, William Broyles Jr., Lawrence Konner",PG-13,United States
6145,7.2,229983.0,72.0,68.0,1 win & 2 nominations total,"Daniel Pyne, Glenn Gers",R,"Germany, United States"
34544,6.7,274100.0,48.0,47.0,2 wins & 4 nominations total,"Joe Carnahan, Brian Bloom, Skip Woods",PG-13,"United States, United Kingdom"
974635,,,,,N/A,N/A,N/A,N/A
293167,6.7,366550.0,75.0,62.0,Nominated for 1 Oscar. 1 win & 22 nominations total,"Dan Gilroy, Max Borenstein, Derek Connolly",PG-13,"United States, China, Vietnam, Canada, Germany, United Kingdom, Singapore, India, Australia"
20504,6.8,354627.0,46.0,53.0,3 wins & 16 nominations total,Gary Whitta,R,United States
201085,6.5,162346.0,72.0,66.0,7 wins & 44 nominations total,"Guillermo del Toro, Matthew Robbins",R,"United States, Mexico, Canada"
336843,6.3,181539.0,43.0,50.0,7 nominations total,"T.S. Nowlin, James Dashner",PG-13,United States
812,8.0,490592.0,96.0,86.0,Won 2 Oscars. 35 wins & 22 nominations total,"Ron Clements, John Musker, Ted Elliott",G,United States
49519,7.1,245602.0,71.0,55.0,Nominated for 1 Oscar. 5 wins & 46 nominations total,"Kirk DeMicco, Chris Sanders, John Cleese",PG,United States
947891,7.0,43727.0,90.0,74.0,9 wins & 36 nominations total,Megan Park,R,"United Kingdom, Canada, United States"
481084,5.8,47899.0,46.0,46.0,4 wins & 6 nominations total,"Matt Lieberman, Erica Rivinoja, Conrad Vernon",PG,"Canada, United States, United Kingdom, Vietnam"
